index,participant_id,identification,audience,shorthand,item_id,intimacy,self-disclosure,valence,age,gender,area,social_media_use,facebook,twitter,instagram,snapchat,secret,yik_yak,whisper
130,6,anonymous,nearby,AN,31,1,0,positive,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,6,anonymous,nearby,AN,35,-2,2,positive,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
132,6,anonymous,nearby,AN,34,-1,1,negative,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
133,6,anonymous,nearby,AN,9,-1,2,positive,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
134,6,anonymous,nearby,AN,29,2,2,positive,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
135,6,anonymous,nearby,AN,10,0,2,negative,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
136,6,anonymous,nearby,AN,3,1,1,positive,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
137,6,anonymous,nearby,AN,36,-1,2,negative,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
138,6,anonymous,nearby,AN,30,2,1,negative,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
139,6,anonymous,nearby,AN,21,-1,1,positive,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
140,6,anonymous,nearby,AN,14,1,2,negative,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
141,6,anonymous,nearby,AN,18,1,2,negative,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
142,6,anonymous,nearby,AN,28,0,0,negative,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
143,6,anonymous,nearby,AN,15,0,1,positive,31,Male,Rural,Frequently,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
144,7,anonymous,social_ties,AS,20,1,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
145,7,anonymous,social_ties,AS,19,1,1,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
146,7,anonymous,social_ties,AS,22,-1,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
147,7,anonymous,social_ties,AS,32,3,0,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
148,7,anonymous,social_ties,AS,8,0,2,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
149,7,anonymous,social_ties,AS,17,-2,3,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
150,7,anonymous,social_ties,AS,1,-3,3,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
151,7,anonymous,social_ties,AS,13,0,2,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
152,7,anonymous,social_ties,AS,6,0,1,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
153,7,anonymous,social_ties,AS,16,-1,2,negative,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
154,7,anonymous,social_ties,AS,25,0,3,positive,27,Male,Urban,Frequently,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
