index,participant_id,identification,audience,shorthand,item_id,intimacy,self-disclosure,valence,age,gender,area,social_media_use,facebook,twitter,instagram,snapchat,secret,yik_yak,whisper
101,2,real_name,social_ties,RS,37,3,0,negative,35,Female,Urban,Occasionally,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
102,2,real_name,social_ties,RS,31,3,0,negative,35,Female,Urban,Occasionally,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
103,2,real_name,social_ties,RS,22,3,0,positive,35,Female,Urban,Occasionally,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
104,2,real_name,social_ties,RS,15,3,0,negative,35,Female,Urban,Occasionally,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
105,2,real_name,social_ties,RS,19,0,0,negative,35,Female,Urban,Occasionally,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
106,2,real_name,social_ties,RS,29,3,0,negative,35,Female,Urban,Occasionally,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
107,2,real_name,social_ties,RS,16,0,0,positive,35,Female,Urban,Occasionally,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
108,3,real_name,social_ties,RS,21,1,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
109,3,real_name,social_ties,RS,20,0,2,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
110,3,real_name,social_ties,RS,23,1,2,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
111,3,real_name,social_ties,RS,33,-1,1,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
112,3,real_name,social_ties,RS,9,1,1,negative,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
113,3,real_name,social_ties,RS,18,1,2,positive,32,Male,Suburban,Occasionally,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
